Alarm id: 1, type: High, priority: 1, message: Visoka struja, time: 22.8.2023. 23:07:59, value: 5.
Alarm id: 26, type: Low, priority: 3, message: Low value!, time: 23.8.2023. 01:30:48, value: 20.
Alarm id: 25, type: Low, priority: 1, message: Low value!, time: 23.8.2023. 01:30:47, value: 40.
Alarm id: 27, type: High, priority: 1, message: High value!, time: 23.8.2023. 01:30:52, value: 86.
Alarm id: 1, type: High, priority: 1, message: Visoka struja, time: 22.8.2023. 23:07:59, value: 99.
Alarm id: 1, type: High, priority: 1, message: Visoka struja, time: 22.8.2023. 23:07:59, value: 99.
Alarm id: 25, type: Low, priority: 1, message: Low value!, time: 23.8.2023. 01:30:47, value: -20.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: -30.
Alarm id: 3, type: High, priority: 2, message: Niska struja, time: 22.8.2023. 23:07:59, value: 70.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 74.
Alarm id: 3, type: High, priority: 2, message: Niska struja, time: 22.8.2023. 23:07:59, value: -86.
Alarm id: 3, type: High, priority: 2, message: Niska struja, time: 22.8.2023. 23:07:59, value: 86.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 30.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 93.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 3.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 95.
Alarm id: 1, type: High, priority: 1, message: Visoka struja, time: 22.8.2023. 23:07:59, value: 49.
Alarm id: 3, type: High, priority: 2, message: Niska struja, time: 22.8.2023. 23:07:59, value: 80.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 66.
Alarm id: 1, type: High, priority: 1, message: Visoka struja, time: 22.8.2023. 23:07:59, value: 80.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 40.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 100.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 53.
Alarm id: 3, type: High, priority: 2, message: Niska struja, time: 22.8.2023. 23:07:59, value: 66.
Alarm id: 1, type: High, priority: 1, message: Visoka struja, time: 22.8.2023. 23:07:59, value: -66.
Alarm id: 3, type: High, priority: 2, message: Niska struja, time: 22.8.2023. 23:07:59, value: 58.
Alarm id: 3, type: High, priority: 2, message: Niska struja, time: 22.8.2023. 23:07:59, value: 30.
Alarm id: 1, type: High, priority: 1, message: Visoka struja, time: 22.8.2023. 23:07:59, value: 93.
Alarm id: 2, type: High, priority: 3, message: Previsoka struja, time: 22.8.2023. 23:07:59, value: 96.
Alarm id: 3, type: High, priority: 2, message: Niska struja, time: 22.8.2023. 23:07:59, value: 97.
